PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
92,10/26/2022,3,1,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,0,0,0-0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,88.48539,-2.083772,-0.172718,2284.933565,198.724956,12:30,5.66063,0.424,5.59074,-15.13509,20.91237,6.70178,2.45281,0.8212,80.98686,-4.96459,1.023433,0.432124,,,,,,,,,,,,-3.42189,11.47973,-0.41355,50,5.47205,0.09195,-128.42268,-5.10504,-5.72609,26.09562,-12.96416,87.22592,,7.49853,,,,1000113065,Right,54.90639,-129.41583,13.04781,5.65695,-4.61165,-6.48208,-0.42119,0.30987,-2.86304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
93,10/26/2022,3,2,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,0,1,0-1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,87.68214,-1.528682,-0.705386,2191.226605,188.046498,12:15,5.76483,0.06013,5.58311,-16.59151,20.49403,2.71508,2.95416,-0.37239,79.42247,-4.699423,-0.220906,0.438302,75.79034,56.530157,126.164302,3127.200516,,,,,31.35059,,,-1.59996,11.24331,-0.00137,50,5.62311,1.44988,-127.17161,-3.87887,-2.5945,28.46246,-13.9417,85.99643,44.0197,8.25967,2.68236,3.0143,0.1853,1000113065,Right,54.91478,-128.26687,14.23123,5.76205,-3.34238,-6.97085,-0.05909,1.54972,-1.29725,,2.68236,-36.17563,-6.26321,4.31615,-1.49793,0.45415,-0.12653,0.03315,-0.0057,3.0143,92.72618,-36.92656,6.51652,-1.45843,0.29231,-0.05668,0.01016,-0.00112,0.1853,49.49241,-8.10616,0.46152,0.18279,-0.12484,0.04513,-0.01395,0.00257,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
94,10/26/2022,3,3,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,0,2,0-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,88.22995,0.100953,0.149056,2233.213643,184.612876,12:15,5.69872,0.52611,5.37967,-15.32698,21.11316,1.61398,4.51611,0.80033,80.71781,-2.814513,0.435917,0.434472,,,,,,,,,,,,-0.76669,10.89225,-0.54061,50,5.69723,-0.40595,-128.11157,-0.22823,-1.27939,25.45422,-13.99781,86.75464,,7.51214,,,,1000113065,Right,55.11728,-129.12431,12.72711,5.69523,0.3287,-6.9989,-0.52547,-0.35505,-0.63969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
95,10/26/2022,3,4,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,1,2,1-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,90.22244,-3.132115,0.790635,2288.93193,201.165517,12:45,5.58259,0.44792,5.67151,-13.62036,20.89434,7.67811,1.52421,1.82494,82.91847,-5.722941,2.162605,0.422838,,,,,,,,,,,,-3.67618,11.74804,-0.51948,50,5.30944,-2.14532,-130.89449,-7.54562,-6.4117,26.25889,-11.68408,89.14166,,7.30397,,,,1000113065,Right,54.82648,-131.85918,13.12945,5.57876,-7.11638,-5.84204,-0.44499,-1.90977,-3.20585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
96,10/26/2022,3,5,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,2,2,2-2,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,77.6592,0.842305,-1.116682,2728.185723,35.28734,7:15,5.63085,0.37216,5.06936,-58.06539,-10.54886,-8.43776,1.58643,-1.38397,72.01674,-9.590968,-2.611514,0.496128,,,,,,,,,,,,3.91217,-5.09012,-0.25915,50,5.66418,2.53598,-112.8293,-0.42694,5.06306,19.76953,-38.76161,75.97322,,5.64246,,,,1000113065,Right,55.43403,-113.77745,9.88476,5.64008,1.43206,-19.3808,-0.37495,2.29316,2.53153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
97,10/26/2022,3,6,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,3,2,3-2,Curveball,Curveball,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,77.45396,0.113371,0.530306,2746.509733,37.794681,7:15,5.59659,0.53428,4.99141,-61.24814,-13.13607,-11.32103,0.59963,0.09159,71.70748,-10.857461,-1.476977,0.499227,48.72483,-20.20178,-161.049545,,,,,1.74365,4.16505,-40.375949,0.044528,5.84473,-6.3124,-0.57545,50,5.55647,-0.59744,-112.51677,-1.97334,7.47998,20.73893,-40.25253,75.50155,1.10248,5.74648,4.16211,1.10248,-0.15653,1000113065,Right,55.51303,-113.52838,10.36947,5.60484,-0.0099,-20.12626,-0.5374,-0.96231,3.73999,,4.16361,-63.64106,,,,,,,,1.10307,-24.75957,,,,,,,,-0.15601,-21.85183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
98,10/26/2022,3,7,1000187695,Right,T_B,1000064785,Right,T_A,2,Bottom,1,3,2,3-2,Curveball,Curveball,InPlay,Undefined,FlyBall,FlyBall,Sacrifice,1,1,76.65363,0.613543,1.158059,2657.254905,51.934265,7:45,5.63073,0.5404,4.86013,-58.6407,-9.39438,-13.8782,1.32486,0.48012,70.94595,-9.892751,-1.293311,0.505078,93.71196,37.699156,4.379489,4346.43922,108.55064,77.57005,17.79638,328.70479,317.33569,20.106126,5.564313,7.24166,-4.5037,-0.64188,50,5.6403,-1.70001,-111.32512,-0.91866,9.10434,19.64622,-37.8362,74.62699,105.01396,5.70769,2.84005,1.71251,-0.53825,1000113065,Right,55.64374,-112.31669,9.82311,5.63847,0.99098,-18.9181,-0.54448,-2.15952,4.55217,212.722362,2.84952,108.25141,-23.2441,4.70388,-0.43577,-0.08404,0.03239,-0.00378,0.00015,1.70934,84.09784,-19.77458,1.41115,-0.12484,-0.04573,0.02353,-0.0038,0.00021,-0.54156,8.36992,7.55518,-2.30393,0.43644,-0.04836,0.00306,-0.00021,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
99,10/26/2022,4,1,1000187695,Right,T_B,1000069979,Right,T_A,2,Bottom,2,0,0,0-0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,77.33834,1.050214,-1.731697,2774.496472,49.043697,7:45,5.58476,0.34635,5.03581,-60.40558,-11.84107,-15.43662,1.54233,-2.57426,71.03057,-9.811265,-4.461992,0.501569,,,,,,,,,,,,7.12311,-5.70063,-0.1681,50,5.63655,4.01986,-112.18786,-0.12803,9.0014,21.89945,-39.37787,75.14901,,6.30777,,,,1000113065,Right,55.46667,-113.24995,10.94973,5.59645,1.78173,-19.68894,-0.35247,3.5833,4.5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
100,10/26/2022,4,2,1000187695,Right,T_B,1000069979,Right,T_A,2,Bottom,2,1,0,1-0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,88.30992,-1.222004,-0.462296,2257.201292,197.283333,12:30,5.65452,0.13243,5.91878,-15.26076,20.42757,6.01036,3.24854,0.20427,80.83005,-4.145857,0.616968,0.429966,84.89537,68.136928,47.834807,5316.711455,,,,,37.41826,,,-3.23288,11.17953,-0.09895,50,5.54811,0.79106,-128.32795,-3.15864,-5.39843,26.21257,-13.50576,87.66368,86.26517,7.47987,2.79716,3.34752,-0.18974,1000113065,Right,54.58082,-129.26025,13.10628,5.65191,-2.67828,-6.75288,-0.1305,0.98306,-2.69922,,2.79716,31.12483,-14.59628,4.36939,-0.78353,-0.56994,1.09381,-0.82726,0.24844,3.34752,115.5576,-30.14882,4.01236,-0.81756,0.17936,-0.06092,0.02346,-0.00509,-0.18974,34.36817,-0.44727,-0.67482,0.14245,0.30118,-0.51185,0.38162,-0.11404,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
101,10/26/2022,4,3,1000187695,Right,T_B,1000069979,Right,T_A,2,Bottom,2,1,1,1-1,Curveball,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,75.86094,2.735769,0.918977,2549.92748,34.992328,7:15,5.60674,0.3754,4.81149,-62.96224,-11.76469,-9.47493,2.9539,0.45648,68.89122,-8.604901,-0.7497,0.514987,,,,,,,,,,,,4.91233,-6.03571,-0.45816,50,5.82433,-1.36669,-109.8518,2.93933,5.92851,21.70262,-39.45834,73.19108,,6.96972,,,,1000113065,Right,55.68912,-110.97007,10.85131,5.6205,4.97249,-19.72917,-0.37987,-1.67217,2.96426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
102,10/26/2022,4,4,1000187695,Right,T_B,1000069979,Right,T_A,2,Bottom,2,1,2,1-2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,77.25205,0.009827,0.318572,2713.27451,28.498708,7:00,5.59825,0.16889,5.21746,-60.47539,-11.95032,-7.38638,0.56788,-0.1471,70.71096,-10.903566,-0.996587,0.501366,,,,,,,,,,,,3.80418,-5.5313,-0.19249,50,5.55343,-0.3318,-112.09146,-2.10474,4.77336,22.86573,-39.1145,75.17954,,6.54109,,,,1000113065,Right,55.28415,-113.16425,11.43287,5.60913,-0.26961,-19.55725,-0.17167,-0.55576,2.38668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
103,10/26/2022,1,1,1000051799,Left,T_A,1000079321,Left,T_C,3,Top,0,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,90.38203,-2.566806,5.353245,2132.265776,148.067704,11:00,4.86368,-2.29648,5.83673,-17.76891,16.763,-9.75359,0.98518,1.88081,82.66749,-5.916642,3.616574,0.422943,,,,,,,,,,,,6.41327,9.58678,1.86452,50,4.64293,-11.81536,-130.62534,-6.42376,11.10506,26.95289,-15.57386,89.11943,,7.71454,,,,1000073611,Right,54.66101,-131.58356,13.47645,4.86147,-5.87009,-7.78693,2.2916,-12.21017,5.55253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
104,10/26/2022,1,2,1000051799,Left,T_A,1000079321,Left,T_C,3,Top,0,1,0,1-0,Slider,Slider,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,80.98465,1.067813,2.677972,2442.571369,297.281992,4:00,4.72367,-2.48119,5.29677,-45.79471,-2.4165,7.1187,1.9112,0.62813,74.79974,-7.236436,3.939618,0.474032,68.22293,49.789634,-57.85184,4302.284883,42.60419,78.11253,-101.41425,177.14039,144.3084,-71.254936,4.466955,-2.89862,-1.19299,2.23198,50,4.78695,-5.7822,-117.55095,0.57122,-4.07642,21.22555,-33.85177,79.51462,78.15584,6.1849,1.54862,1.84482,-0.3592,1000073611,Right,55.20516,-118.48709,10.61278,4.72883,2.06423,-16.92589,2.48304,-5.60241,-2.03821,143.833741,1.57931,33.63928,-8.09777,-3.21718,5.15086,-2.76287,0.73661,-0.09608,0.00488,1.84367,76.48176,-22.92435,3.477,-1.91547,1.00216,-0.31395,0.05006,-0.00314,-0.34938,-54.96666,5.69606,-3.00973,2.96976,-1.6825,0.51637,-0.07945,0.00479,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
105,10/26/2022,1,3,1000051799,Left,T_A,1000079321,Left,T_C,3,Top,0,1,1,1-1,Splitter,Slider,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,81.04044,0.163716,1.866867,2527.737909,299.73673,4:00,4.82508,-2.23425,5.2759,-48.25762,-5.10733,11.02902,0.95747,0.43888,75.34231,-8.545287,3.825022,0.472785,74.58402,1.701576,7.757036,1388.956889,,,,37.90465,36.48738,6.936105,0.33991,-5.11646,-2.33996,2.05513,50,4.80384,-4.27645,-117.77829,-1.38896,-7.24513,20.67132,-35.48756,79.72433,1.3159,5.69813,2.12152,1.18622,-0.42476,1000073611,Right,55.2273,-118.69219,10.33566,4.83056,0.17998,-17.74378,2.23712,-3.95614,-3.62257,339.230573,2.12344,108.26548,-11.23964,,,,,,,1.18954,3.11832,-19.49953,,,,,,,-0.42502,14.7686,-0.14943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
106,10/26/2022,2,1,1000051799,Left,T_A,1000099417,Right,T_C,3,Top,0,0,0,0-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,81.24594,-0.161231,2.996418,2250.818848,287.653112,3:30,4.85091,-1.87718,5.19047,-44.589,-1.59791,8.62315,0.98328,1.6628,75.7577,-8.192736,4.521838,0.471911,,,,,,,,,,,,-3.58823,-0.39417,1.59214,50,4.80187,-6.52996,-117.97309,-1.95549,-5.12195,19.7382,-32.73671,79.87185,,5.48824,,,,1000073611,Right,55.31105,-118.85836,9.8691,4.85665,-0.48721,-16.36835,1.87986,-6.30023,-2.56098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
107,10/26/2022,2,2,1000051799,Left,T_A,1000099417,Right,T_C,3,Top,0,0,1,0-1,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Error,0,0,79.9426,1.646828,2.237203,2541.676253,295.315786,3:45,4.81111,-2.35507,5.24937,-47.47936,-3.05847,9.06772,2.40363,0.50394,74.05468,-6.951167,3.84315,0.479695,83.116,-7.994698,6.539829,,,,,16.68806,13.32474,4.260144,0.123768,-4.01421,-1.64366,2.14254,50,4.92652,-4.8947,-116.0932,1.66356,-5.52811,19.88673,-34.43761,78.57585,2.35176,5.88791,1.921,2.35176,-0.45946,1000073611,Right,55.25308,-116.98959,9.94336,4.81655,3.21583,-17.21881,2.35755,-4.64552,-2.76406,335.901191,1.92104,119.92907,-7.99452,,,,,,,2.35183,-16.96167,-16.48931,,,,,,,-0.45946,13.74934,-0.16882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
108,10/26/2022,3,1,1000051799,Left,T_A,1000079313,Left,T_C,3,Top,0,0,0,0-0,Slider,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,89.82742,-1.582662,4.205826,2165.207122,144.203741,10:45,4.78169,-2.28203,6.0112,-19.90954,14.6469,-9.77536,1.65205,0.80665,82.21262,-5.332985,2.454252,0.423093,,,,,,,,,,,,6.16508,8.29363,1.9567,50,4.64621,-9.16296,-130.17247,-4.21871,10.60027,26.79456,-17.91397,89.0878,,7.6148,,,,1000073611,Right,54.48732,-131.09288,13.39728,4.78055,-3.60335,-8.95698,2.27771,-9.52708,5.30013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
109,10/26/2022,3,2,1000051799,Left,T_A,1000079313,Left,T_C,3,Top,0,0,1,0-1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.79663,-1.54259,4.326061,2118.09853,143.594522,10:45,4.75587,-2.1931,5.80659,-23.21076,12.36343,-8.3091,1.38263,1.14525,81.52043,-5.863332,2.8432,0.429278,,,,,,,,,,,,5.4104,7.05807,1.84263,50,4.61509,-9.38588,-128.66204,-4.23947,9.10773,25.635,-20.29271,87.80422,,7.2762,,,,1000073611,Right,54.69291,-129.5937,12.8175,4.75576,-3.50197,-10.14636,2.18976,-9.71688,4.55386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
110,10/26/2022,3,3,1000051799,Left,T_A,1000079313,Left,T_C,3,Top,0,0,2,0-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,78.47198,-0.08427,1.265648,2449.843254,289.936146,3:45,4.73514,-2.24697,5.18005,-51.25003,-4.77548,16.95887,0.385,0.35732,72.65692,-9.321719,4.274124,0.490658,,,,,,,,,,,,-8.21272,-2.04906,2.11557,50,4.6877,-3.18139,-113.99143,-1.96276,-10.81426,20.80638,-34.87219,76.82015,,5.81506,,,,1000073611,Right,55.32296,-114.9589,10.40319,4.74127,-0.34125,-17.4361,2.25181,-2.67854,-5.40713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
111,10/26/2022,3,4,1000051799,Left,T_A,1000079313,Left,T_C,3,Top,0,1,2,1-2,Fastball,Sinker,InPlay,Undefined,GroundBall,,Out,2,0,89.67384,-0.71735,2.445669,2246.520543,133.933842,10:30,4.73946,-2.19912,5.67019,-24.6582,10.22272,-9.51965,2.01514,-0.71081,82.38182,-5.290533,0.745382,0.425075,,,,,,,,,,,,5.54567,5.69402,1.99893,50,4.66325,-5.16211,-130.2322,-2.48802,9.56737,26.1909,-22.35074,88.67251,,7.29202,,,,1000073611,Right,54.83078,-131.20012,13.09545,4.73993,-1.66202,-11.17537,2.19623,-5.51568,4.78369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
112,10/26/2022,4,1,1000051799,Left,T_A,90000221623,Right,T_C,3,Top,2,0,0,0-0,Slider,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,1,79.71357,-0.235349,2.872728,2451.557982,292.289099,3:45,4.72605,-2.12834,5.23201,-49.68566,-4.6441,14.55394,0.36407,1.78712,73.84464,-9.184414,5.450637,0.483034,,,,,,,,,,,,-6.50874,-1.86433,1.85239,50,4.66706,-6.38975,-115.66596,-2.24658,-8.82851,21.32213,-34.70287,78.03261,,5.86893,,,,1000073611,Right,55.26979,-116.63336,10.66106,4.73327,-0.67209,-17.35143,2.13321,-5.98919,-4.41426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
113,10/26/2022,4,2,1000051799,Left,T_A,90000221623,Right,T_C,3,Top,2,1,0,1-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,87.66762,-1.3026,4.329058,2280.333747,165.525374,11:30,5.0285,-2.09801,6.05241,-17.03336,19.07556,-4.64158,2.39961,1.53017,80.48584,-4.540729,3.497692,0.432493,,,,,,,,,,,,3.51284,10.49209,1.76321,50,4.91757,-9.42942,-127.06658,-3.36463,5.77732,24.59167,-14.91839,87.15165,,7.18178,,,,1000073611,Right,54.44549,-127.92403,12.29584,5.02582,-2.84446,-7.45919,2.09551,-9.63086,2.88866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
114,10/26/2022,4,3,1000051799,Left,T_A,90000221623,Right,T_C,3,Top,2,2,0,2-0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,89.12108,-1.246521,3.995632,2289.740801,167.224937,11:30,4.83044,-2.4921,6.16494,-15.50111,19.27391,-4.13083,2.38427,0.86049,81.7671,-4.212374,3.253657,0.424429,,,,,,,,,,,,3.18319,10.61493,2.19085,50,4.72756,-8.85982,-129.25176,-3.22883,5.41287,25.62777,-14.12379,88.80742,,7.35398,,,,1000073611,Right,54.33324,-130.10811,12.81388,4.82756,-2.75689,-7.0619,2.48992,-9.04069,2.70643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
115,10/26/2022,4,4,1000051799,Left,T_A,90000221623,Right,T_C,3,Top,2,2,1,2-1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,88.80239,-0.654069,3.801278,2283.038515,158.109284,11:15,4.8675,-2.46823,6.12472,-20.89572,14.44036,-5.33796,2.5202,0.60608,80.86639,-4.607285,2.842486,0.427839,81.99626,21.540684,-8.903662,2870.836881,107.27046,35.60638,-24.35262,275.66605,268.396,-18.388834,3.594932,3.89024,8.00583,2.17993,50,4.80651,-8.34338,-128.76608,-2.09825,6.50265,27.84475,-18.79209,88.09957,39.79899,7.93601,1.91782,2.58436,-0.59643,1000073611,Right,54.37468,-129.70862,13.92238,4.86677,-1.46214,-9.39605,2.46608,-8.5635,3.25132,143.609826,1.91753,110.52249,-19.19713,4.21767,-0.97417,0.26586,-0.06897,0.01136,-0.00078,2.58461,44.14856,-13.34677,-0.08661,0.3076,-0.17516,0.05968,-0.00994,0.00062,-0.59618,-17.32169,-4.58062,1.51302,-0.36813,0.07799,-0.01637,0.00254,-0.00018,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
116,10/26/2022,1,1,1000136563,Right,T_B,1000051953,Right,T_A,3,Bottom,0,0,0,0-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,91.93891,-1.033124,-2.663834,1991.882145,219.714632,1:15,5.73121,0.80199,4.81568,-16.37395,18.1506,14.13682,3.38691,-0.54512,83.67605,-4.099518,-0.179902,0.422898,,,,,,,,,,,,-7.68559,9.5417,-0.5501,50,5.61516,5.49429,-133.18219,-2.99084,-13.79156,28.84632,-15.05178,89.12896,,8.26285,,,,1000113065,Right,55.68216,-134.40727,14.42316,5.72861,-2.3516,-7.52589,-0.79587,6.08001,-6.89578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
117,10/26/2022,1,2,1000136563,Right,T_B,1000051953,Right,T_A,3,Bottom,0,1,0,1-0,Fastball,Sinker,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,90.67585,-1.76408,-1.968369,2081.196528,232.652955,1:45,5.75253,0.78241,4.93957,-21.61741,13.5217,16.28678,2.28233,0.2786,83.15738,-5.741401,0.903668,0.426645,68.05239,-36.524573,-77.291315,,,,,5.24236,4.67811,-41.763256,0.040732,-8.65296,7.49331,-0.60552,50,5.56353,3.75586,-131.51339,-4.8767,-15.20541,27.0151,-19.00645,88.3461,2.42875,7.51846,3.18886,2.42875,-0.29271,1000113065,Right,55.56095,-132.65079,13.50755,5.752,-4.07648,-9.50323,-0.77713,4.39604,-7.6027,,3.18843,17.71152,,,,,,,,2.43022,-59.62704,,,,,,,,-0.29078,-78.53671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
118,10/26/2022,1,3,1000136563,Right,T_B,1000051953,Right,T_A,3,Bottom,0,1,1,1-1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,83.8128,-0.414596,-3.120404,1811.590884,265.319597,2:45,5.40779,1.08365,5.28637,-38.15856,2.51843,15.29611,1.83799,-0.5748,76.97689,-7.366613,-0.406759,0.459035,,,,,,,,,,,,-8.52063,1.74843,-0.81074,50,5.34195,5.97762,-121.55821,-2.27169,-12.77357,23.39975,-29.55291,82.11232,,6.83591,,,,1000113065,Right,55.21395,-122.55778,11.69988,5.41202,-1.00928,-14.77646,-1.07775,6.52326,-6.38678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
119,10/26/2022,1,4,1000136563,Right,T_B,1000051953,Right,T_A,3,Bottom,0,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,80.71462,-0.646701,-2.168345,2617.453665,93.705865,9:00,5.60087,0.847,4.82611,-42.9764,2.0148,-7.99469,1.40656,-1.87381,73.80215,-8.402126,-3.57539,0.482764,,,,,,,,,,,,3.30618,1.59658,-0.6246,50,5.49979,4.76911,-116.9301,-2.91898,4.54263,23.61282,-29.98041,78.07627,,6.91247,,,,1000113065,Right,55.67274,-118.07009,11.80641,5.60577,-1.47157,-14.99021,-0.84955,4.5498,2.27132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
120,10/26/2022,1,5,1000136563,Right,T_B,1000051953,Right,T_A,3,Bottom,0,2,2,2-2,ChangeUp,Changeup,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,84.36615,-0.355554,-2.938924,1870.124852,251.483969,2:30,5.47072,0.96399,5.3275,-34.55482,5.39335,12.50501,2.25707,-0.75404,77.64239,-6.669659,-0.719394,0.454904,,,,,,,,,,,,-7.05063,3.16221,-0.70747,50,5.4136,5.75364,-122.41211,-2.00556,-10.75638,22.93685,-27.34982,82.85798,,6.72376,,,,1000113065,Right,55.17239,-123.37748,11.46843,5.47378,-0.85446,-13.67491,-0.95915,6.20636,-5.37819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.81263,,,0.943677,,,,3.83136,5.87994,2.50413,63.82763,5.76189,60.95492,3.93563,70.47168,-7.36611,5.93948,13.12655,-14.07442,2.53429,65.12951,-3.39773,High,High,High,,,High,Medium,Medium,v3
